ABORT_PENALTY,CC_ALG,COMPILE_ONLY,LATCH,NDEBUG,OUTPUT_TO_FILE,READ_PERC,SYNTHETIC_YCSB,THREAD_CNT,UNSET_NUMA,WARMUP_NO_WAIT,WORKLOAD,ZIPF_THETA,abort_cnt,abort_cnt_long,abort_length,cascading_abort_cnt,cascading_abort_times,commit_latency,cycle_detect,deadlock_cnt,dl_detect_time,dl_wait_time,latency,lock_acquire_cnt,lock_directly_cnt,max_abort_length,run_time,throughput,time_abort,time_cleanup,time_commit,time_copy,time_get_cs,time_get_latch,time_index,time_man,time_query,time_release_cs,time_release_latch,time_retire_cs,time_retire_latch,time_semaphore_cs,time_ts_alloc,time_wait,txn_cnt,txn_cnt_long,unwarmed_up_commit_latency,unwarmed_up_txn_cnt,user_abort_cnt,wait_cnt,warmed_up_commit_latency,warmed_up_txn_cnt
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.3, 35, 0, 0, 0, 0, 36094,0,0,0,0, 36097, 0, 0, 0, 10.7124,886500, 0.000650295, 0.316707, 0, 0, 0, 0, 1.6604, 6.50756, 0.121282, 0, 0, 0, 0, 0, 0, 0, 296767, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.5, 185, 0, 0, 0, 0, 33250,0,0,0,0, 33273, 0, 0, 0, 10.1574,961738, 0.00700545, 0.31399, 0, 0, 0, 0, 1.5703, 6.06987, 0.0775363, 0, 0, 0, 0, 0, 0, 0, 305273, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.7, 5486, 0, 0, 0, 0, 32665,0,0,0,0, 33436, 0, 0, 0, 10.2016,957164, 0.234071, 0.310402, 0, 0, 0, 0, 1.58233, 5.71556, 0.621949, 0, 0, 0, 0, 0, 0, 0, 305144, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.9, 233874, 0, 0, 0, 0, 36574,0,0,0,0, 72935, 0, 0, 0, 22.1848,439262, 11.0466, 0.585703, 0, 0, 0, 0, 1.27466, 4.86764, 12.6653, 0, 0, 0, 0, 0, 0, 0, 304529, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.999, 671128, 0, 0, 0, 0, 45764,0,0,0,0, 161488, 0, 0, 0, 49.3579,198434, 35.3506, 1.1832, 0, 0, 0, 0, 1.1883, 4.94962, 37.0832, 0, 0, 0, 0, 0, 0, 0, 306072, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,16,true,false,YCSB,0.3, 5, 0, 0, 0, 0, 39181,0,0,0,0, 39181, 0, 0, 0, 5.41065,408356, 3.0422e-05, 0.129121, 0, 0, 0, 0, 1.05099, 3.28848, 0.0100486, 0, 0, 0, 0, 0, 0, 0, 138092, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,16,true,false,YCSB,0.5, 19, 0, 0, 0, 0, 37631,0,0,0,0, 37635, 0, 0, 0, 5.78493,425135, 0.000486102, 0.134308, 0, 0, 0, 0, 1.10451, 3.54527, 0.011222, 0, 0, 0, 0, 0, 0, 0, 153711, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,16,true,false,YCSB,0.7, 1015, 0, 0, 0, 0, 36635,0,0,0,0, 36787, 0, 0, 0, 5.49792,434955, 0.0223858, 0.140043, 0, 0, 0, 0, 1.1007, 3.26596, 0.0655397, 0, 0, 0, 0, 0, 0, 0, 149459, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,16,true,false,YCSB,0.9, 56316, 0, 0, 0, 0, 33998,0,0,0,0, 48676, 0, 0, 0, 7.4735,329045, 2.24816, 0.17316, 0, 0, 0, 0, 0.808506, 2.33779, 3.08402, 0, 0, 0, 0, 0, 0, 0, 153695, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,16,true,false,YCSB,0.999, 176863, 0, 0, 0, 0, 42999,0,0,0,0, 98301, 0, 0, 0, 15.0193,163009, 8.43967, 0.338689, 0, 0, 0, 0, 1.12044, 2.20149, 9.73646, 0, 0, 0, 0, 0, 0, 0, 153017, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,8,true,false,YCSB,0.3, 0, 0, 0, 0, 0, 45066,0,0,0,0, 45066, 0, 0, 0, 3.49598,177514, 0, 0.0625948, 0, 0, 0, 0, 0.96625, 1.96375, 0.00491272, 0, 0, 0, 0, 0, 0, 0, 77573, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,8,true,false,YCSB,0.5, 2, 0, 0, 0, 0, 47035,0,0,0,0, 47036, 0, 0, 0, 3.5353,170081, 5.2102e-05, 0.0640651, 0, 0, 0, 0, 1.05437, 1.93803, 0.00469364, 0, 0, 0, 0, 0, 0, 0, 75161, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,8,true,false,YCSB,0.7, 222, 0, 0, 0, 0, 44662,0,0,0,0, 44729, 0, 0, 0, 3.34269,178855, 0.00493332, 0.0637981, 0, 0, 0, 0, 1.01037, 1.80849, 0.0170906, 0, 0, 0, 0, 0, 0, 0, 74732, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,8,true,false,YCSB,0.9, 13790, 0, 0, 0, 0, 40555,0,0,0,0, 47126, 0, 0, 0, 3.43883,169844, 0.477955, 0.0708513, 0, 0, 0, 0, 0.782618, 1.37546, 0.744694, 0, 0, 0, 0, 0, 0, 0, 73008, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,8,true,false,YCSB,0.999, 36733, 0, 0, 0, 0, 31390,0,0,0,0, 49841, 0, 0, 0, 3.72254,160654, 1.37596, 0.0834657, 0, 0, 0, 0, 0.311316, 0.86203, 2.00716, 0, 0, 0, 0, 0, 0, 0, 74755, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,4,true,false,YCSB,0.3, 0, 0, 0, 0, 0, 55013,0,0,0,0, 55013, 0, 0, 0, 2.15396,72709, 0, 0.0271562, 0, 0, 0, 0, 0.65973, 1.2299, 0.00203561, 0, 0, 0, 0, 0, 0, 0, 39153, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,4,true,false,YCSB,0.5, 1, 0, 0, 0, 0, 52422,0,0,0,0, 52422, 0, 0, 0, 1.91789,76302.4, 3.817e-06, 0.0255687, 0, 0, 0, 0, 0.578988, 1.09326, 0.00225165, 0, 0, 0, 0, 0, 0, 0, 36585, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,4,true,false,YCSB,0.7, 27, 0, 0, 0, 0, 42271,0,0,0,0, 42285, 0, 0, 0, 1.5632,94595.5, 0.000525562, 0.023669, 0, 0, 0, 0, 0.394168, 0.934191, 0.0035381, 0, 0, 0, 0, 0, 0, 0, 36968, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,4,true,false,YCSB,0.9, 2126, 0, 0, 0, 0, 30686,0,0,0,0, 32456, 0, 0, 0, 0.95035,123272, 0.0516162, 0.0181372, 0, 0, 0, 0, 0.196805, 0.480292, 0.116767, 0, 0, 0, 0, 0, 0, 0, 29288, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,4,true,false,YCSB,0.999, 8727, 0, 0, 0, 0, 28590,0,0,0,0, 35630, 0, 0, 0, 1.3042,112323, 0.257111, 0.0241859, 0, 0, 0, 0, 0.245013, 0.402421, 0.466723, 0, 0, 0, 0, 0, 0, 0, 36623, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,2,true,false,YCSB,0.3, 0, 0, 0, 0, 0, 61439,0,0,0,0, 61439, 0, 0, 0, 1.09239,32552.6, 0, 0.00797293, 0, 0, 0, 0, 0.4619, 0.520878, 0.000655641, 0, 0, 0, 0, 0, 0, 0, 17780, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,2,true,false,YCSB,0.5, 0, 0, 0, 0, 0, 69464,0,0,0,0, 69464, 0, 0, 0, 1.19792,28791.7, 0, 0.00826364, 0, 0, 0, 0, 0.479104, 0.617058, 0.000685968, 0, 0, 0, 0, 0, 0, 0, 17245, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,2,true,false,YCSB,0.7, 7, 0, 0, 0, 0, 56191,0,0,0,0, 56205, 0, 0, 0, 1.02254,35583.9, 0.000247608, 0.00830757, 0, 0, 0, 0, 0.406685, 0.512509, 0.00101433, 0, 0, 0, 0, 0, 0, 0, 18193, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,2,true,false,YCSB,0.9, 385, 0, 0, 0, 0, 41428,0,0,0,0, 41989, 0, 0, 0, 0.683543,47634.2, 0.00908476, 0.00795454, 0, 0, 0, 0, 0.260446, 0.323054, 0.0217045, 0, 0, 0, 0, 0, 0, 0, 16280, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,2,true,false,YCSB,0.999, 1459, 0, 0, 0, 0, 31705,0,0,0,0, 33996, 0, 0, 0, 0.53798,58849.8, 0.0360807, 0.00840013, 0, 0, 0, 0, 0.17185, 0.216719, 0.0805893, 0, 0, 0, 0, 0, 0, 0, 15830, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,1,true,false,YCSB,0.3, 0, 0, 0, 0, 0, 10153,0,0,0,0, 10153, 0, 0, 0, 0.101531,98492.1, 0, 0.00107582, 0, 0, 0, 0, 0.00982891, 0.0172851, 0.000186166, 0, 0, 0, 0, 0, 0, 0, 10000, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,1,true,false,YCSB,0.5, 0, 0, 0, 0, 0, 59564,0,0,0,0, 59564, 0, 0, 0, 0.59565,16788.4, 0, 0.00183206, 0, 0, 0, 0, 0.205168, 0.315942, 0.000377245, 0, 0, 0, 0, 0, 0, 0, 10000, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,1,true,false,YCSB,0.7, 0, 0, 0, 0, 0, 8535,0,0,0,0, 8535, 0, 0, 0, 0.0853518,117162, 0, 0.00109064, 0, 0, 0, 0, 0.00266841, 0.0159359, 0.000195152, 0, 0, 0, 0, 0, 0, 0, 10000, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,1,true,false,YCSB,0.9, 0, 0, 0, 0, 0, 6384,0,0,0,0, 6384, 0, 0, 0, 0.0638466,156626, 0, 0.00107571, 0, 0, 0, 0, 0.00262301, 0.0120311, 0.000186552, 0, 0, 0, 0, 0, 0, 0, 10000, 0, 0, 0, 0, 0, 0, 0
10000,NO_WAIT,false,LH_MCSLOCK,true,true,0.9,false,1,true,false,YCSB,0.999, 0, 0, 0, 0, 0, 4850,0,0,0,0, 4850, 0, 0, 0, 0.048503,206173, 0, 0.00107048, 0, 0, 0, 0, 0.00258993, 0.00938673, 0.000187743, 0, 0, 0, 0, 0, 0, 0, 10000, 0, 0, 0, 0, 0, 0, 0
10000,SILO,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.3, 7, 0, 0, 0, 0, 31674,0,0,0,0, 31726, 0, 0, 0, 9.54009,1.00862e+06, 0.0156502, 0.259352, 0, 0, 0, 0, 1.39168, 4.94067, 0.0134044, 0, 0, 0, 0, 0, 0, 0, 300699, 0, 0, 0, 0, 0, 0, 0
10000,SILO,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.5, 44, 0, 0, 0, 0, 30699,0,0,0,0, 30702, 0, 0, 0, 9.28638,1.04225e+06, 0.000977747, 0.274814, 0, 0, 0, 0, 1.37897, 4.71027, 0.0333568, 0, 0, 0, 0, 0, 0, 0, 302460, 0, 0, 0, 0, 0, 0, 0
10000,SILO,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.7, 1914, 0, 0, 0, 0, 29191,0,0,0,0, 29519, 0, 0, 0, 8.88616,1.08409e+06, 0.0981216, 0.275649, 0, 0, 0, 0, 1.27483, 4.20832, 0.365343, 0, 0, 0, 0, 0, 0, 0, 301043, 0, 0, 0, 0, 0, 0, 0
10000,SILO,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.9, 61771, 0, 0, 0, 0, 33420,0,0,0,0, 41689, 0, 0, 0, 12.4649,768435, 2.46119, 0.344269, 0, 0, 0, 0, 1.1509, 3.35918, 3.72921, 0, 0, 0, 0, 0, 0, 0, 299327, 0, 0, 0, 0, 0, 0, 0
10000,SILO,false,LH_MCSLOCK,true,true,0.9,false,32,true,false,YCSB,0.999, 148364, 0, 0, 0, 0, 35362,0,0,0,0, 52441, 0, 0, 0, 16.1366,611475, 5.23252, 0.411397, 0, 0, 0, 0, 0.659295, 1.79527, 8.45924, 0, 0, 0, 0, 0, 0, 0, 308348, 0, 0, 0, 0, 0, 0, 0
